"Source","Target","score"
"TEKT1","ALZHEIMER'S DISEASE",0.375
"MID1IP1","ALZHEIMER'S DISEASE",0.375
"HYDIN","ALZHEIMER'S DISEASE",0.375
"STON2","ALZHEIMER'S DISEASE",0.375
"ELP2","ALZHEIMER'S DISEASE",0.375
"MED6","ALZHEIMER'S DISEASE",0.375
"ABCC11","ALZHEIMER'S DISEASE",0.375
"AMPD1","ALZHEIMER'S DISEASE",0.375
"MDGA1","ALZHEIMER'S DISEASE",0.375
"SRSF3","ALZHEIMER'S DISEASE",0.375
"TIMELESS","ALZHEIMER'S DISEASE",0.375
"LMAN1","ALZHEIMER'S DISEASE",0.375
"PPP2R5A","ALZHEIMER'S DISEASE",0.375
"CDK17","ALZHEIMER'S DISEASE",0.375
"AHNAK","ALZHEIMER'S DISEASE",0.37220921647397
"TCF7L2","ALZHEIMER'S DISEASE",0.370660992183634
"OR4S1","ALZHEIMER'S DISEASE",0.368873949984654
"MS4A2","ALZHEIMER'S DISEASE",0.357883116457092
"ARL17B","ALZHEIMER'S DISEASE",0.356280112483375
"SPPL2A","ALZHEIMER'S DISEASE",0.351969095722762
"CNTNAP5","ALZHEIMER'S DISEASE",0.349254323310938
"PPP1R3B","ALZHEIMER'S DISEASE",0.347916414359885
"SPI1","ALZHEIMER'S DISEASE",0.347481399797652
"AC008695.1","ALZHEIMER'S DISEASE",0.344647428496632
"USP6NL","ALZHEIMER'S DISEASE",0.343367666522133
"NFIC","ALZHEIMER'S DISEASE",0.341089275204314
"IQCK","ALZHEIMER'S DISEASE",0.333622033521227
"HLA-DRB1","ALZHEIMER'S DISEASE",0.332891412295481
"APOC2","ALZHEIMER'S DISEASE",0.331518887113693
"MEF2C","ALZHEIMER'S DISEASE",0.331416517372275
"BCKDK","ALZHEIMER'S DISEASE",0.329698405241341
"TECTA","ALZHEIMER'S DISEASE",0.326666666666667
"ALPK2","ALZHEIMER'S DISEASE",0.325991412295481
"STAG3","ALZHEIMER'S DISEASE",0.325991412295481
"KAT8","ALZHEIMER'S DISEASE",0.324177400375788
"EPHX2","ALZHEIMER'S DISEASE",0.323477966478773
"DSG2","ALZHEIMER'S DISEASE",0.322716855367661
"FBXL7","ALZHEIMER'S DISEASE",0.322277966478773
"AP4M1","ALZHEIMER'S DISEASE",0.320077966478773
"HNF4G","ALZHEIMER'S DISEASE",0.317016156943369
"CR1L","ALZHEIMER'S DISEASE",0.316389811605148
"BHMG1","ALZHEIMER'S DISEASE",0.316377966478773
"CEACAM19","ALZHEIMER'S DISEASE",0.316377966478773
"ADGRF2","ALZHEIMER'S DISEASE",0.316377966478773
"AGFG2","ALZHEIMER'S DISEASE",0.316377966478773
"HS3ST1","ALZHEIMER'S DISEASE",0.316256516477748
"HSPA4","ALZHEIMER'S DISEASE",0.309404967698052
"MYO16","ALZHEIMER'S DISEASE",0.308058388359043
"MRPL58","ALZHEIMER'S DISEASE",0.307958800173441
"FCER1G","ALZHEIMER'S DISEASE",0.30795
"SCAPER","ALZHEIMER'S DISEASE",0.306786553261764
"ARCN1","ALZHEIMER'S DISEASE",0.305484410430839
"VSNL1","ALZHEIMER'S DISEASE",0.30490220529045
"TAS2R60","ALZHEIMER'S DISEASE",0.304209583152666
"MSX2","ALZHEIMER'S DISEASE",0.303612951024956
"ATM","ALZHEIMER'S DISEASE",0.302991830537652
"THSD4","ALZHEIMER'S DISEASE",0.302919296808859
"HRH3","ALZHEIMER'S DISEASE",0.301785625892804
"TENT5A","ALZHEIMER'S DISEASE",0.3
"CACNA2D3","ALZHEIMER'S DISEASE",0.299946570636853
"MS4A6E","ALZHEIMER'S DISEASE",0.298600172048781
"PSMC3","ALZHEIMER'S DISEASE",0.297840496052886
"SESTD1","ALZHEIMER'S DISEASE",0.297762950296295
"CELF2","ALZHEIMER'S DISEASE",0.296413700187894
"MAPK14","ALZHEIMER'S DISEASE",0.296259540588395
"CKM","ALZHEIMER'S DISEASE",0.295917600346881
"PCDH11X","ALZHEIMER'S DISEASE",0.294435188993556
"RBFOX1","ALZHEIMER'S DISEASE",0.29431767072823
"CDC42SE2","ALZHEIMER'S DISEASE",0.294253040774495
"ACSL6","ALZHEIMER'S DISEASE",0.292411428879943
"CLNK","ALZHEIMER'S DISEASE",0.289965666811201
"GAD2","ALZHEIMER'S DISEASE",0.287370060793859
"TRIP4","ALZHEIMER'S DISEASE",0.283944067042455
"MEIKIN","ALZHEIMER'S DISEASE",0.282658078962148
"MED12L","ALZHEIMER'S DISEASE",0.282658078962148
"SEC24B","ALZHEIMER'S DISEASE",0.28223392541664
"PHF14","ALZHEIMER'S DISEASE",0.281338716174533
"CEP295NL","ALZHEIMER'S DISEASE",0.28
"GSK3B","ALZHEIMER'S DISEASE",0.279828954684124
"SQSTM1","ALZHEIMER'S DISEASE",0.278854783159703
"TAFA5","ALZHEIMER'S DISEASE",0.278671919832771
"TNF","ALZHEIMER'S DISEASE",0.278253839242568
"COL25A1","ALZHEIMER'S DISEASE",0.277762711674794
"FNIP1","ALZHEIMER'S DISEASE",0.277244067042455
"TRPM1","ALZHEIMER'S DISEASE",0.276826418266049
"CYB561","ALZHEIMER'S DISEASE",0.276700999855466
"GAD1","ALZHEIMER'S DISEASE",0.27657620600736
"ABCA8","ALZHEIMER'S DISEASE",0.27582888192977
"CHRNA6","ALZHEIMER'S DISEASE",0.275822222222222
"SERPINA1","ALZHEIMER'S DISEASE",0.275631094090697
"AP2A2","ALZHEIMER'S DISEASE",0.275326279876593
"PGR","ALZHEIMER'S DISEASE",0.275036111111111
"TMC5","ALZHEIMER'S DISEASE",0.274872
"FAM240B","ALZHEIMER'S DISEASE",0.273044633145439
"SYNJ1","ALZHEIMER'S DISEASE",0.272956869989279
"RXRA","ALZHEIMER'S DISEASE",0.2726375
"ADAMTS20","ALZHEIMER'S DISEASE",0.272445458248278
"HDAC9","ALZHEIMER'S DISEASE",0.272224495284009
"CHRNA5","ALZHEIMER'S DISEASE",0.272222222222222
"IRAK1BP1","ALZHEIMER'S DISEASE",0.272185549920506
"ID4","ALZHEIMER'S DISEASE",0.269683085705036
"RAPGEF6","ALZHEIMER'S DISEASE",0.269613445816709
"IL17RD","ALZHEIMER'S DISEASE",0.269547053267449
"GRIA1","ALZHEIMER'S DISEASE",0.269421046404222
"ABL1","ALZHEIMER'S DISEASE",0.266711111111111
"SEMA3C","ALZHEIMER'S DISEASE",0.266666666666667
"CDH1","ALZHEIMER'S DISEASE",0.266332111111111
"RHBDF1","ALZHEIMER'S DISEASE",0.265951933535681
"MAPK7","ALZHEIMER'S DISEASE",0.264825
"GRIA2","ALZHEIMER'S DISEASE",0.263761374574357
"MECOM","ALZHEIMER'S DISEASE",0.263668257515226
"RXRB","ALZHEIMER'S DISEASE",0.261111111111111
"RXRG","ALZHEIMER'S DISEASE",0.261111111111111
"TREML2","ALZHEIMER'S DISEASE",0.260506838873543
"SH2D4B","ALZHEIMER'S DISEASE",0.26
"PIFO","ALZHEIMER'S DISEASE",0.26
"HMCN1","ALZHEIMER'S DISEASE",0.26
"ZAP70","ALZHEIMER'S DISEASE",0.26
"ADAMTS1","ALZHEIMER'S DISEASE",0.259449644319327
"S100A11","ALZHEIMER'S DISEASE",0.25895
"ZNF652","ALZHEIMER'S DISEASE",0.256632333477867
"MAF","ALZHEIMER'S DISEASE",0.255658184667629
"CSF2","ALZHEIMER'S DISEASE",0.255622584679133
"GRIA3","ALZHEIMER'S DISEASE",0.254532463865086
"GNRHR","ALZHEIMER'S DISEASE",0.254125
"KCNN3","ALZHEIMER'S DISEASE",0.254105680325285
"SLC16A9","ALZHEIMER'S DISEASE",0.254053978283365
"COBL","ALZHEIMER'S DISEASE",0.253698000289068
"LY86","ALZHEIMER'S DISEASE",0.2536
"LHX2","ALZHEIMER'S DISEASE",0.252846468740545
"GRIA4","ALZHEIMER'S DISEASE",0.252837849782214
"GABRA1","ALZHEIMER'S DISEASE",0.251715364714687
"MAOB","ALZHEIMER'S DISEASE",0.25132997183114
"CTSC","ALZHEIMER'S DISEASE",0.2513
"STK32B","ALZHEIMER'S DISEASE",0.251091993046714
"RSPH10B2","ALZHEIMER'S DISEASE",0.250762624842678
"GABRG1","ALZHEIMER'S DISEASE",0.25058295695059
"SLC10A2","ALZHEIMER'S DISEASE",0.250467666522133
"MAGOH","ALZHEIMER'S DISEASE",0.25
"CCZ1B","ALZHEIMER'S DISEASE",0.249321716325227
"GABRG2","ALZHEIMER'S DISEASE",0.249170481254676
"EDAR","ALZHEIMER'S DISEASE",0.248998000289068
"RORA","ALZHEIMER'S DISEASE",0.247766852362828
"SELENOO","ALZHEIMER'S DISEASE",0.247381399797652
"NKAIN3","ALZHEIMER'S DISEASE",0.247290427677283
"SDR42E2","ALZHEIMER'S DISEASE",0.247290427677283
"CEP44","ALZHEIMER'S DISEASE",0.247217497989119
"UGT1A10","ALZHEIMER'S DISEASE",0.246955366854561
"UGT1A8","ALZHEIMER'S DISEASE",0.246955366854561
"TMEM94","ALZHEIMER'S DISEASE",0.246955366854561
"TNXB","ALZHEIMER'S DISEASE",0.246955366854561
"SLMAP","ALZHEIMER'S DISEASE",0.246955366854561
"FBXL13","ALZHEIMER'S DISEASE",0.246955366854561
"SORD","ALZHEIMER'S DISEASE",0.246955366854561
"PDE1A","ALZHEIMER'S DISEASE",0.246955366854561
"ELL","ALZHEIMER'S DISEASE",0.246955366854561
"SFT2D2","ALZHEIMER'S DISEASE",0.246835125270767
"GABRG3","ALZHEIMER'S DISEASE",0.246643381007388
"MIR7154","ALZHEIMER'S DISEASE",0.245987997453423
"ZBTB10","ALZHEIMER'S DISEASE",0.245278312854941
"RBMS3","ALZHEIMER'S DISEASE",0.244912298223418
"GABRA5","ALZHEIMER'S DISEASE",0.244762998446606
"GABRA3","ALZHEIMER'S DISEASE",0.244067864789553
"SNAP25","ALZHEIMER'S DISEASE",0.243957980987501
"SLC2A13","ALZHEIMER'S DISEASE",0.243908827654897
"BSG","ALZHEIMER'S DISEASE",0.243509399573072
"PILRB","ALZHEIMER'S DISEASE",0.243367666522133
"INSR","ALZHEIMER'S DISEASE",0.24265684777457
"TFEB","ALZHEIMER'S DISEASE",0.242461110660797
"FBXO40","ALZHEIMER'S DISEASE",0.242132205046845
"PEX6","ALZHEIMER'S DISEASE",0.240562091466001
"MMP12","ALZHEIMER'S DISEASE",0.24
"CNR1","ALZHEIMER'S DISEASE",0.23993945154105
"NAALADL2","ALZHEIMER'S DISEASE",0.239324745628815
"TENM4","ALZHEIMER'S DISEASE",0.239324745628815
"EGLN3","ALZHEIMER'S DISEASE",0.239324745628815
"TBXAS1","ALZHEIMER'S DISEASE",0.239324745628815
"RASSF8","ALZHEIMER'S DISEASE",0.238381738157558
"ANTXR1","ALZHEIMER'S DISEASE",0.238343047543727
"EPOP","ALZHEIMER'S DISEASE",0.237457083514001
"ASPA","ALZHEIMER'S DISEASE",0.236775
"SLC25A12","ALZHEIMER'S DISEASE",0.236220931966765
"PRODH","ALZHEIMER'S DISEASE",0.23618424941405
"CCDC89","ALZHEIMER'S DISEASE",0.235329495398571
"ITSN2","ALZHEIMER'S DISEASE",0.235136809225761
"TMEM132C","ALZHEIMER'S DISEASE",0.235136809225761
"KDM1B","ALZHEIMER'S DISEASE",0.235136809225761
"ANGPT4","ALZHEIMER'S DISEASE",0.234630112483375
"MAP4K4","ALZHEIMER'S DISEASE",0.234150256800491
"CEP63","ALZHEIMER'S DISEASE",0.233910733709122
"PUS1","ALZHEIMER'S DISEASE",0.233910733709122
"DLC1","ALZHEIMER'S DISEASE",0.233910733709122
"DAPL1","ALZHEIMER'S DISEASE",0.233910733709122
"AKR7A3","ALZHEIMER'S DISEASE",0.233910733709122
"ANKRD22","ALZHEIMER'S DISEASE",0.233910733709122
"SENP7","ALZHEIMER'S DISEASE",0.233910733709122
"RARA","ALZHEIMER'S DISEASE",0.233736111111111
"SELP","ALZHEIMER'S DISEASE",0.233380112483375
"SRC","ALZHEIMER'S DISEASE",0.232888888888889
"SLC38A3","ALZHEIMER'S DISEASE",0.232875
"PTPRG","ALZHEIMER'S DISEASE",0.232467951784856
"PLA2G7","ALZHEIMER'S DISEASE",0.2322
"LARS1","ALZHEIMER'S DISEASE",0.230942951784856
"CSMD1","ALZHEIMER'S DISEASE",0.230563314108882
"FAM181A","ALZHEIMER'S DISEASE",0.230234666666667
"CATSPERB","ALZHEIMER'S DISEASE",0.230038945498417
"NEGR1","ALZHEIMER'S DISEASE",0.229831451366659
"LINC02210-CRHR1","ALZHEIMER'S DISEASE",0.229711299812106
"BAALC","ALZHEIMER'S DISEASE",0.229711299812106
"MGME1","ALZHEIMER'S DISEASE",0.229711299812106
"DNAH6","ALZHEIMER'S DISEASE",0.229711299812106
"SLC2A9","ALZHEIMER'S DISEASE",0.229711299812106
"BICRA","ALZHEIMER'S DISEASE",0.229711299812106
"RARB","ALZHEIMER'S DISEASE",0.2292
"OSBPL6","ALZHEIMER'S DISEASE",0.228583190774239
"LINGO1","ALZHEIMER'S DISEASE",0.227958800173441
"ZNF703","ALZHEIMER'S DISEASE",0.227861135301868
"LRATD2","ALZHEIMER'S DISEASE",0.227861135301868
"LAMP1","ALZHEIMER'S DISEASE",0.227398741937243
"RASSF5","ALZHEIMER'S DISEASE",0.226280112483375
"KSR2","ALZHEIMER'S DISEASE",0.226280112483375
"ARIH1","ALZHEIMER'S DISEASE",0.226280112483375
"GPR180","ALZHEIMER'S DISEASE",0.226280112483375
"CFAP74","ALZHEIMER'S DISEASE",0.226280112483375
"MAP2K5","ALZHEIMER'S DISEASE",0.226280112483375
"WNT3","ALZHEIMER'S DISEASE",0.226280112483375
"MCIDAS","ALZHEIMER'S DISEASE",0.226136135830162
"FANCD2OS","ALZHEIMER'S DISEASE",0.225667814231698
"FANCD2","ALZHEIMER'S DISEASE",0.225667814231698
"RARG","ALZHEIMER'S DISEASE",0.225
"RIMBP2","ALZHEIMER'S DISEASE",0.224843874864493
"FGF10","ALZHEIMER'S DISEASE",0.224670725702817
"F13A1","ALZHEIMER'S DISEASE",0.224089978757348
"NEK10","ALZHEIMER'S DISEASE",0.223379084932716
"TMCO4","ALZHEIMER'S DISEASE",0.223379084932716
"TAS2R5","ALZHEIMER'S DISEASE",0.223379084932716
"WRN","ALZHEIMER'S DISEASE",0.223299000144534
"MS4A3","ALZHEIMER'S DISEASE",0.222912
"LINC00634","ALZHEIMER'S DISEASE",0.220915149811213
"CENPM","ALZHEIMER'S DISEASE",0.220915149811213
"PPP5D1","ALZHEIMER'S DISEASE",0.220866100563682
"SYNGAP1","ALZHEIMER'S DISEASE",0.220866100563682
"SHANK2","ALZHEIMER'S DISEASE",0.220866100563682
"IQGAP2","ALZHEIMER'S DISEASE",0.220866100563682
"AOX1","ALZHEIMER'S DISEASE",0.220866100563682
"GTF2H3","ALZHEIMER'S DISEASE",0.220866100563682
"FAM83E","ALZHEIMER'S DISEASE",0.220866100563682
"FAT3","ALZHEIMER'S DISEASE",0.220579368985263
"SNX9","ALZHEIMER'S DISEASE",0.22056488994495
"DISC1","ALZHEIMER'S DISEASE",0.219954679205581
"CADM2","ALZHEIMER'S DISEASE",0.219517542704045
"MPP7","ALZHEIMER'S DISEASE",0.218649491257629
"IRF6","ALZHEIMER'S DISEASE",0.218649491257629
